// ACTIVE MODULES ;					---------;							---------;							---------;					---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							;									;									;									;									;									
//0;								1 ITEM ID;							2 ITEM NAME;						3 ITEM TYPE;				4 ITEM CLASS;						5 SUB CLASS;						6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 PREFAB ID;						10 ITEM LEVEL;						11 AMMO PREFAB ID;					12 STACKABLE ITEM;					13 CYCLE RATE;						14 TURN SPEED;						15 MAX RANGE;						16 MOBLITY RANGE;					17 PROJECTILE SPEED;				18 ENERGY USAGE;					19 DURABILITY POINTS;				20 BASE DAMAGE;						21 SPECIAL ABILITIES;				22 ITEM DESCRIPTION;				;									;									;									;									;									
MODULE;								1002;								Generic Single 20mm Gun;			Active Module;				20mm Turret;						GUN;								gun_2.png;							10;									1200;								1;									1;									1;									true;								3.0;								50;									1300;								-30.0/45.0/-80.0/80.0;				900;								2.00;								2000;								5;									0,0,0,0,0;							20mm single barrel, capable of firing 1 high velocity round. This 20mm Projectile gun is good for medium ranged combat against high speed ships. Requires 1 x 20mm ammo.;;;;;;				
MODULE;								1104;								Pulse x5 Laser;						Active Module;				Laser Turret;						LASER;								laser_3.png;						65;									6500;								22;									5;									17;									true;								1.5;								45;									740;								-30.0/45.0/-135.0/135.0;			700;								17;									1000;								36;									0,0,0,0,0;							The Pulse laser has a high rate of fire and limited targeting range. It uses only the ship's energy as ammunition and works well in close combat.;;;;;;
MODULE;								1105;								Pulse x6 Laser;						Active Module;				Laser Turret;						LASER;								laser_3.png;						90;									12900;								22;									6;									17;									true;								1.5;								45;									750;								-30.0/45.0/-135.0/135.0;			700;								21;									1250;								40;									0,0,0,0,0;							The Pulse laser has a high rate of fire and limited targeting range. It uses only the ship's energy as ammunition and works well in close combat.;;;;;;
MODULE;								1106;								Pulse x7 Laser;						Active Module;				Laser Turret;						LASER;								laser_4.png;						120;								25700;								23;									7;									18;									true;								1.5;								45;									760;								-30.0/45.0/-135.0/135.0;			700;								26;									1250;								51;									0,0,0,0,0;							The Pulse laser has a high rate of fire and limited targeting range. It uses only the ship's energy as ammunition and works well in close combat.;;;;;;
MODULE;								1107;								Pulse x8 Laser;						Active Module;				Laser Turret;						LASER;								laser_4.png;						155;								51300;								23;									8;									18;									true;								1.5;								45;									770;								-30.0/45.0/-135.0/135.0;			700;								32;									1250;								63;									0,0,0,0,0;							The Pulse laser has a high rate of fire and limited targeting range. It uses only the ship's energy as ammunition and works well in close combat.;;;;;;
MODULE;								1108;								Pulse x9 Laser;						Active Module;				Laser Turret;						LASER;								laser_5.png;						195;								102500;								24;									9;									19;									true;								1.5;								45;									780;								-30.0/45.0/-135.0/135.0;			700;								39;									1250;								76;									0,0,0,0,0;							The Pulse laser has a high rate of fire and limited targeting range. It uses only the ship's energy as ammunition and works well in close combat.;;;;;;
MODULE;								1109;								Pulse x10 Laser;					Active Module;				Laser Turret;						LASER;								laser_5.png;						240;								204900;								24;									10;									19;									true;								1.5;								45;									790;								-30.0/45.0/-135.0/135.0;			700;								47;									1250;								90;									0,0,0,0,0;							The Pulse laser has a high rate of fire and limited targeting range. It uses only the ship's energy as ammunition and works well in close combat.;;;;;;

MODULE;								1110;								Blaster x1 Laser;					Active Module;				Laser Turret;						LASER;								laser_1.png;						20;									1000;								20;									1;									16;									true;								2.5;								35;									1400;								-30.0/45.0/-135.0/135.0;			700;								7;									1500;								8;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1111;								Blaster x2 Laser;					Active Module;				Laser Turret;						LASER;								laser_1.png;						25;									1900;								20;									2;									16;									true;								2.5;								35;									1425;								-30.0/45.0/-135.0/135.0;			700;								10;									1500;								14;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1112;								Blaster x3 Laser;					Active Module;				Laser Turret;						LASER;								laser_2.png;						35;									2700;								21;									3;									16;									true;								2.5;								35;									1450;								-30.0/45.0/-135.0/135.0;			700;								13;									1500;								21;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1113;								Blaster x4 Laser;					Active Module;				Laser Turret;						LASER;								laser_2.png;						50;									6300;								21;									4;									17;									true;								2.5;								35;									1475;								-30.0/45.0/-135.0/135.0;			700;								16;									1500;								29;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1114;								Blaster x5 Laser;					Active Module;				Laser Turret;						LASER;								laser_3.png;						70;									12400;								22;									5;									17;									true;								2.5;								35;									1500;								-30.0/45.0/-135.0/135.0;			700;								19;									1500;								38;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1115;								Blaster x6 Laser;					Active Module;				Laser Turret;						LASER;								laser_3.png;						95;									24700;								22;									6;									17;									true;								2.5;								35;									1525;								-30.0/45.0/-135.0/135.0;			750;								23;									1750;								48;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1116;								Blaster x7 Laser;					Active Module;				Laser Turret;						LASER;								laser_4.png;						125;								50300;								23;									7;									18;									true;								2.5;								35;									1550;								-30.0/45.0/-135.0/135.0;			750;								28;									1750;								59;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1117;								Blaster x8 Laser;					Active Module;				Laser Turret;						LASER;								laser_4.png;						160;								100500;								23;									8;									18;									true;								2.5;								35;									1575;								-30.0/45.0/-135.0/135.0;			750;								34;									1750;								71;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1118;								Blaster x9 Laser;					Active Module;				Laser Turret;						LASER;								laser_5.png;						200;								200900;								24;									9;									19;									true;								2.5;								35;									1600;								-30.0/45.0/-135.0/135.0;			750;								41;									1750;								84;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;
MODULE;								1119;								Blaster x10 Laser;					Active Module;				Laser Turret;						LASER;								laser_5.png;						245;								401700;								24;									10;									19;									true;								2.5;								35;									1625;								-30.0/45.0/-135.0/135.0;			750;								49;									1750;								98;									0,0,0,0,0;							The Blaster laser has a moderate rate of fire and an average targeting reach. It uses only the ship's energy as ammunition and is well rounded for mid-range combat.;;;;;;

MODULE;								1120;								Focused x1 Laser;					Active Module;				Laser Turret;						LASER;								laser_1.png;						25;									1400;								20;									1;									16;									true;								3.5;								62;									2800;								-30.0/45.0/-135.0/135.0;			750;								9;									2000;								10;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
MODULE;								1121;								Focused x2 Laser;					Active Module;				Laser Turret;						LASER;								laser_1.png;						30;									2700;								20;									2;									16;									true;								3.5;								62;									2850;								-30.0/45.0/-135.0/135.0;			750;								12;									2000;								16;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
MODULE;								1122;								Focused x3 Laser;					Active Module;				Laser Turret;						LASER;								laser_2.png;						40;									5300;								21;									3;									16;									true;								3.5;								62;									2900;								-30.0/45.0/-135.0/135.0;			750;								15;									2000;								23;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
MODULE;								1123;								Focused x4 Laser;					Active Module;				Laser Turret;						LASER;								laser_2.png;						55;									10500;								21;									4;									17;									true;								3.5;								62;									2950;								-30.0/45.0/-135.0/135.0;			750;								18;									2000;								31;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
MODULE;								1124;								Focused x5 Laser;					Active Module;				Laser Turret;						LASER;								laser_3.png;						75;									20900;								22;									5;									17;									true;								3.5;								62;									3000;								-30.0/45.0/-135.0/135.0;			750;								21;									2000;								40;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
MODULE;								1125;								Focused x6 Laser;					Active Module;				Laser Turret;						LASER;								laser_3.png;						100;								41700;								22;									6;									17;									true;								3.5;								62;									3050;								-30.0/45.0/-135.0/135.0;			750;								25;									2000;								50;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
MODULE;								1126;								Focused x7 Laser;					Active Module;				Laser Turret;						LASER;								laser_4.png;						130;								83300;								23;									7;									18;									true;								3.5;								62;									3100;								-30.0/45.0/-135.0/135.0;			750;								30;									2000;								61;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
MODULE;								1127;								Focused x8 Laser;					Active Module;				Laser Turret;						LASER;								laser_4.png;						165;								166500;								23;									8;									18;									true;								3.5;								62;									3150;								-30.0/45.0/-135.0/135.0;			750;								36;									2000;								73;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
MODULE;								1128;								Focused x9 Laser;					Active Module;				Laser Turret;						LASER;								laser_5.png;						205;								333000;								24;									9;									19;									true;								3.5;								62;									3200;								-30.0/45.0/-135.0/135.0;			750;								43;									2000;								86;									0,0,0,0,0;							The Focused laser has a slow rate of fire and an excellent targeting range. It uses only the ship's energy as ammunition and is best suited for long-range combat.;;;;;;
